0,L1-2018,Bundesliga,Germany
1,533,TSG 1899 Hoffenheim,L1-2018,34
2,55089,Oliver Baumann,1990-06-02,Breisach am Rhein,Germany,187,N/A,N/A,GK,533,1,9000000
2,10329,Alexander Stolz,1983-10-13,Pforzheim,Germany,189,N/A,N/A,GK,533,33,90000
2,84435,Kevin Vogt,1991-09-23,Witten,Germany,194,N/A,N/A,CB,533,22,10800000
2,263801,Kasim Adams,1995-06-22,Accra,Ghana,190,N/A,N/A,CB,533,15,7650000
2,223974,Stefan Posch,1997-05-14,Judenburg,Austria,188,N/A,N/A,CB,533,38,4950000
2,51676,Ermin Bicakcic,1990-01-24,Zvornik,Jugoslawien (SFR),185,N/A,N/A,CB,533,4,3600000
2,605893,Lucas Ribeiro,1999-01-19,Salvador,Brazil,190,N/A,N/A,CB,533,31,2700000
2,296350,Moody Chana,1999-01-07,Leer,Germany,182,N/A,N/A,CB,983,-1,68000
2,195736,Florian Grillitsch,1995-08-07,Neunkirchen,Austria,187,N/A,N/A,CM,533,11,18000000
2,232454,Nadiem Amiri,1996-10-27,Ludwigshafen am Rhein,Germany,180,N/A,N/A,AM,533,18,15300000
